medicine_name,price,quantity,availability
Cavmox Duos 875mg/125mg Tablet,28,165,available
Taxi MF 500 mg/250 mg Tablet,14,136,available
Bivasave 250mg Injection,70,136,available
Rekost L 5mg/10mg Tablet,210,139,available
Lipi EZ 20 Tablet,316,109,available
Morekast LC 5mg/10mg Tablet,308,219,available
Damcin 600mg Injection,28,105,available
Mecona 1500mcg Injection,271,95,available
A Pain 100mg/325mg Tablet,203,110,available
Qutiwel 300mg Tablet SR,229,287,available
Ibupar M 400mg/325mg/100mg Tablet,248,292,available
Trurab DSR Tablet,399,47,available
Ud Stat 300mg Tablet,98,256,available
Exotic Ear Drop,150,179,available
Niftran 100mg Capsule,392,9,limited
Glimpid 2 Tablet,483,194,available
Ivarest 5 Tablet,441,149,available
Rabifiz 20mg Tablet,256,36,available
Fortius 20 Tablet,452,51,available
Thioage-A 100mg/8mg Tablet,133,127,available
Hexoderm Cream,96,283,available
Nimudaz Tablet,261,267,available
Symbal M 20mg/500mcg Tablet,409,89,available
Tazolife 4000mg/500mg Injection,301,50,available
Spimox 400 Tablet,196,81,available
Serez-D Tablet,469,121,available
Doxone 500 Injection,231,168,available
Orthowell Advance Tablet,153,179,available
Renoxa 40mg Injection,313,129,available
Nikosol Tablet,265,133,available
Rosostat 20mg Tablet,407,110,available
Noxcef 200mg Tablet,381,209,available
Fufiom 0.25% Cream,401,113,available
Tersin BM Syrup,326,168,available
Bestoflox M Suspension,251,173,available
Trifazin 40mg Injection,55,161,available
Cefivolk-AZ 200mg/250mg Tablet,218,83,available
Carderone 6.25mg Tablet,434,271,available
Trexasure 100mg Injection,238,264,available
Rabitac 20mg Tablet,15,168,available
CEFENTA TABLET,337,165,available
Furomet 0.1% Cream,495,133,available
Reed 20mg Tablet,381,41,available
Astofin 125mg Oral Suspension,17,279,available
Nozyclear M Nasal Spray,362,115,available
Drocef M 80mg/250mg Tablet,390,238,available
Maxx Cold and Flu Oral Suspension,392,94,available
Cefuzon 500mg Tablet,268,116,available
Vilco Nortin Tablet,425,76,available
Quadrim Mix Cream,115,297,available
Glimric MP 2mg/500mg/15mg Tablet SR,104,180,available
Stencold Tablet,228,126,available
Cetaloz XL Syrup,278,139,available
Cefekcim 200mg Tablet,327,155,available
Gudbeta R 50mg/5mg Tablet,109,52,available
Joten M Tablet SR,434,168,available
Laxnova Plus Syrup,416,282,available
Oltor-OZ Oral Suspension,243,196,available
Neurocan NT 75mg/10mg Tablet,333,183,available
Brotasin Syrup,302,99,available
Levonee M Syrup,64,187,available
Docef 50mg Dry Syrup,327,19,limited
Felok Suspension,234,57,available
Panrid-P Tablet,404,232,available
DX-Trox 1gm Injection,124,254,available
Dico Plus Tablet,124,31,available
Sun D 30mg/20mg Capsule SR,498,298,available
Zafidol T 100mg/4mg Tablet,50,227,available
Albazio 400mg Tablet,425,10,limited
Univia R 40IU/ml Injection,26,59,available
Tromadase D 50mg/10mg Tablet,229,198,available
Helimic 250mg Injection,146,93,available
Metcold Tablet,142,109,available
Parazobid 50 mg/325 mg Tablet,316,276,available
Rosvin-A 10mg/75mg Capsule,363,272,available
Zovimax D 250mg/250mg Tablet,164,127,available
Neurocetam 200mg Injection,267,26,limited
Pimplex Gel,52,72,available
Rabca-DSR Capsule,172,133,available
Seride 100mg Tablet,141,226,available
Walcobal Forte 2500mcg/100mg/100mg Injection,422,287,available
Cezolin 250mg Injection,192,151,available
Iver Sol 6mg Tablet,333,91,available
Amitrox 25mg Tablet,10,0,out_of_stock
Nowill 1.5mg Tablet,107,213,available
Lupizep Plus 12.5 mg/0.5 mg Tablet,165,67,available
Zablox OZ 200mg/500mg Tablet,402,214,available
Gasbye Syrup Sugar Free,292,64,available
Humaject R 100IU/ml Injection,69,100,available
Vomisetron 2mg Oral Drops,168,136,available
O One 200mg Tablet,83,81,available
Minocare 100mg Injection,51,256,available
Jadupox 200 Tablet DT,161,62,available
Bicox Kid   100mg/50mg Tablet,364,77,available
Decafast 50mg Injection,309,175,available
Tenbex M 500mg/20mg Tablet,174,11,limited
Voglicaid-M 0.2 Tablet SR,152,121,available
C Lax 250mg Capsule,365,287,available
Monterid LC 5mg/10mg Tablet,126,42,available
Virotrenz Tablet,177,242,available
Clobafit 5 Tablet,372,282,available
Teliscope AM 40mg/5mg Tablet,12,249,available
Ateloc 50mg Tablet,87,61,available
Cofdel DX Syrup,89,12,limited
Mdcef 50mg/60Million spores Tablet DT,158,194,available
Forjet Plus Tablet,364,187,available
Zoflex 250 mg/50 mg/325 mg Tablet,178,187,available
Sumup D 30mg/20mg Capsule SR,128,261,available
Voricet LC 10mg/5mg/100mg Tablet,406,91,available
Twinmax 1000mg/500mg Injection,263,68,available
Vomisafe 10mg/10mg/2.5mg Tablet,466,133,available
Falcon 5 Tablet,347,202,available
Dafron 2mg Oral Drops,91,151,available
Theomox-Clv LB Tablet,232,190,available
Mathidol P 100mg/325mg Tablet,189,86,available
Ocron-OZ Oral Suspension,376,261,available
V Cefix 200 Tablet DT,385,100,available
Flunit 10mg Tablet,416,209,available
Orbone Forte 50 mg/750 mg Tablet,167,166,available
Prado Plus Tablet,445,136,available
Seradline-S Tablet,51,165,available
Isopure 10mg Soft Gelatin Capsule,163,283,available
Ramris 5mg Tablet,143,157,available
Zylonasal Kid Nasal Drops,447,25,limited
Bonecef 500 Injection,174,62,available
Orthobid MR Tablet,352,169,available
Zool DSR 30 mg/20 mg Capsule,126,140,available
Nimex Suspension,118,184,available
Listaspas 50mg/325mg Tablet,429,287,available
Nase 5mg Tablet,121,114,available
Kuffrest Tablet,485,266,available
Mtlev 5mg/10mg Tablet,268,113,available
Mefcare P Oral Suspension,290,261,available
Aldol T 100mg Injection,476,23,limited
Elride 25mg Tablet,386,98,available
Galitra 200 Capsule,161,178,available
Glimpure MV 1.3 Tablet,96,8,limited
Abicet Tablet,293,280,available
Telect D 40mg/12.5mg Tablet,321,30,available
Glirega M 1mg/500mg Tablet SR,275,275,available
Mycoten-M 500mg Tablet,21,97,available
Noblok New Tablet,367,81,available
Avgra 100 Tablet,500,106,available
Ceoxime-CV Dry Syrup,33,7,limited
Zithromin 250mg Tablet,360,260,available
Rbc D 10mg/20mg Tablet,275,233,available
Fungiask 200mg Capsule,489,232,available
Namiphylate Syrup Mango,486,227,available
Nepasight 0.1% Eye Drop,453,184,available
Respeline CS Syrup,382,229,available
Cirmox-M Tablet SR,77,11,limited
LT Lock 1% Cream,407,15,limited
Momet Ointment,386,95,available
Omark 20mg Capsule,83,57,available
Artinac 150 Injection,17,25,limited
Decanic 50mg Injection,273,173,available
Retroser 40mg Tablet,393,216,available
Okabion 12 Injection,393,183,available
Cefodoz-SB 1.5gm Injection,157,252,available
Stert 250mg Injection,132,211,available
Geecef 50mg Syrup,66,15,limited
Anvipod-O Tablet,483,32,available
Cilentra Plus Tablet,140,29,limited
Respicure FM 10 mg/120 mg Tablet,487,255,available
Ketonext AF Lotion,172,112,available
Glemevose 1mg/500mg/0.2mg Tablet,269,107,available
Lulipic 1% Cream,129,103,available
Xefexor Plus 0.5mg/10mg Tablet,123,200,available
DA Sutra 60mg Tablet,292,121,available
Vasogliz M Plus 80mg/500mg Tablet SR,180,34,available
Nimce P 100mg/500mg Tablet,417,97,available
Zifithro 200mg/250mg Tablet,186,72,available
Oflonain D Eye Drop,385,183,available
Maxacold Tablet,63,125,available
Epiclos 0.25ml Injection,185,26,limited
Ortinims D 10mg/100mg Tablet,109,160,available
Clodrel Forte Tablet,434,283,available
Mont-F Tablet,476,74,available
Razflox 400mg Tablet,64,206,available
Ampen 40mg Tablet,130,289,available
Seroflo 125 Autohaler,426,205,available
Topergia 25mg Tablet,291,270,available
Caremox CV DS Dry Syrup,344,156,available
Ofnac P 100mg/325mg Tablet,466,34,available
Acehope MR 100mg/325mg/250mg Tablet,144,74,available
Espentral-DSR Capsule,326,257,available
Cenact 100mg Tablet,27,196,available
Amic 250mg Injection,176,88,available
Terfaze Cream,383,74,available
Nandrolin 25mg Injection,434,24,limited
Trydic Brd Tablet,225,122,available
Clomach 25mg Tablet,83,232,available
Glimidac M 1mg/500mg Tablet,70,151,available
Esobhinn DSR Capsule,496,119,available
Amcar 5mg Tablet,305,207,available
Senfate O Syrup,117,184,available
Coldles Plus Tablet,254,296,available
Synpan-DSR Capsule,350,192,available
Pandrop 50mg/325mg Tablet,47,212,available
Rohcef 100mg Tablet,387,65,available
Glamor 2mg Tablet,120,172,available
Lox Heavy 2% Injection,383,294,available
Voyprox 200mg Tablet,306,193,available
Finxime 50 Dry Syrup,422,266,available
Hertraz 150mg Injection,109,28,limited
Dapcard 5mg Tablet,115,84,available
Vosfate O Syrup,325,237,available
Nimef P 100mg/350mg Tablet,342,25,limited
Indocin-D Eye Drop,137,82,available
AT-Click 10 Tablet,91,207,available
Supraxone S 500mg/250mg Injection,20,189,available
Flotal 200mg Tablet,177,81,available
Viraha 100mg Tablet,30,134,available
Nitroglace 6.4 CR Tablet,408,260,available
Managra 100mg Tablet,293,268,available
Olran 40mg Tablet,440,276,available
Suva 25mg/50mg Tablet,354,120,available
Shipan-DSR Capsule,284,24,limited
Zeronac SP 100mg/325mg/15mg Tablet,285,41,available
Zithcin 250mg Tablet,24,173,available
Tericox Capsule,340,225,available
Pecef Duo Tablet,279,91,available
Fida 100mg Tablet,314,99,available
Fexgear M 10mg/120mg Tablet,237,20,limited
Taridol P Tablet,238,114,available
Ister 0.025% Cream,291,248,available
Cefdif 50mg Tablet DT,362,284,available
Intemether 75 Injection,408,141,available
L-Asap Injection,180,103,available
Lox OZ 200mg/500mg Tablet,268,155,available
Geeprim MF Forte 1mg/1000mg Tablet,275,44,available
Stelkof-P Syrup,162,33,available
Glicus M 80mg/500mg Tablet,491,232,available
Migravas 10mg Tablet,38,201,available
Sorifix Ointment,161,205,available
Nicomalom 3 Tablet,125,82,available
Pantocare D 10mg/40mg Tablet,132,199,available
Loxet 20 Tablet,327,135,available
Ifcof DX Syrup,90,262,available
Telmax 40mg Tablet,194,85,available
Ofturn OZ Oral Suspension,230,56,available
Avantaz Tablet,21,111,available
Valid 500mg Tablet,143,290,available
Stefcort 6mg Tablet,359,31,available
Pantosafe 40mg Tablet,48,263,available
Tiloshil 250mg Capsule,440,231,available
Tosigra-M 10mg/120mg Tablet,257,220,available
Epotrex 6000IU Injection,110,269,available
PD Lyte M Infusion,110,217,available
Livdox 50 Dry Syrup,220,276,available
Recor 20mg Tablet,10,95,available
Gest 300 Soft Gelatin Capsule,265,75,available
Nexof 200mg Tablet,474,231,available
Andep-CD Tablet,183,165,available
Nexdime 1000mg Injection,266,118,available
Niclin Gel,154,176,available
Sandox CP 200mg Tablet,479,256,available
Defjohn 30mg Tablet,144,267,available
Radimik 250 Injection,24,272,available
No-Spas Tablet,472,293,available
Flolite 0.4mg Tablet,91,21,limited
Algiace RB 200mg/20mg Capsule,25,279,available
Acutrax S 1000mg/500mg Injection,209,74,available
LDLOW TG 10mg/160mg Tablet,383,238,available
Troufiz CS 1000mg/500mg Injection,276,9,limited
Rofex 180mg Tablet,492,86,available
SP Lox 200mg Tablet,495,240,available
Omesvio H 12.5mg/20mg Tablet,56,223,available
Aziwin XL 200mg Syrup,123,49,available
Defacer 6mg Tablet,489,68,available
LC-Cort Injection,269,84,available
Texzone Injection,328,133,available
Ascoril D 12 Oral Suspension Orange,22,193,available
Etornext-P Tablet,199,173,available
Mecorise-PR Tablet SR,319,238,available
Montiron LC 5mg/10mg Tablet,349,207,available
Sultaryn 1000mg/500mg Injection,103,267,available
Solvecef 1.5 Injection,329,239,available
Clinyu-AD Gel,289,154,available
Litacold Syrup,15,210,available
NV-Cold Plus Tablet,104,146,available
Mdeys M Syrup,151,229,available
L-Nin M Kid Syrup,328,46,available
Waser-P Tablet,478,179,available
Sitaneu M Tablet,133,45,available
Taser 10mg Tablet,178,256,available
Telbind H 40mg/12.5mg Tablet,298,118,available
Beecob P 750mcg/75mg Capsule,315,272,available
Omic-D 10mg/20mg Capsule,210,18,limited
Windex-BR Syrup,404,162,available
Ofrem OZ 200mg/500mg Tablet,85,152,available
Fpgli M 2 Tablet PR,500,55,available
Zylocef 200mg Tablet DT,412,209,available
Rtjet 60mg Injection,394,233,available
Edastar Injection,205,32,available
Obiotic 400mg Tablet,149,284,available
Zesedic SP 100mg/325mg/15mg Tablet,243,5,limited
Linof OZ 200mg/500mg Tablet,231,268,available
DavaIndia Risperidone 1mg Tablet,167,147,available
Tel 40mg Tablet,268,132,available
Rindef 30mg Tablet,385,124,available
Glimisil MV 3mg/500mg/0.3mg Tablet SR,40,88,available
Glucoryl-MV1 Tablet SR,336,117,available
Docare 10mg/20mg Capsule,455,23,limited
Cetnir Syrup,221,291,available
Rabejan L 75mg/20mg Tablet SR,49,219,available
Boncipro 250mg Tablet,267,227,available
Zecet-M Syrup,309,131,available
Priof OZ Tablet,282,241,available
Alifix CV 200mg/125mg Tablet,375,47,available
Aldemox-LB Tablet,293,146,available
Waltryp-XL 25mg/10mg Tablet,194,159,available
Netokuf DP Syrup,128,44,available
Esclav Plus Syrup,19,277,available
Genflam-MV Tablet,137,125,available
Diplifast 50mg/325mg/10mg Tablet,186,269,available
Myorate 100mg Tablet,478,194,available
Kool RD 30mg/20mg Capsule,468,3,limited
Niosalic 6 Ointment,221,133,available
Clocef 50mg Dry Syrup,376,202,available
Uristat 40mg Tablet,75,261,available
Cefozyt 200mg Tablet,316,189,available
Ruxmont LC 5mg/10mg Tablet,484,169,available
Drosten M 80mg/250mg Tablet,25,28,limited
Oleygal 100mg Capsule,338,137,available
Telmiark H 40mg/12.5mg Tablet,292,78,available
Druthip 50mg Tablet,269,212,available
Mycodapt S 360mg Tablet DR,391,167,available
Montukast-L Syrup,360,153,available
Edycob 2500mcg Injection,110,135,available
G Clox Infusion,392,263,available
Cefupop 200mg/500mg Tablet XL,134,183,available
Iodol 100mg Tablet,438,84,available
Glimzox M 2mg/500mg Tablet,377,146,available
Pgad Capsule SR,193,209,available
Cetaxol Tablet,40,138,available
Vartaz-P Injection,218,189,available
Omida D 10mg/20mg Tablet,174,15,limited
Torway 10mg Tablet,86,7,limited
Koltoss M Tablet,225,126,available
Arthodia G 50mg/750mg Tablet,62,273,available
Reopod 100mg Tablet DT,140,231,available
Elzin LS Syrup,418,267,available
Mac Plus Capsule SR,258,73,available
Vermikill Plus 12mg/400mg Tablet,372,297,available
Bio-Norline Injection,426,98,available
Fexovon-M Tablet,151,145,available
Bplosar 50 Tablet,310,230,available
Redipil 5mg Tablet,411,271,available
Ropod 200mg Tablet,407,106,available
Ctm 500mg Tablet,133,84,available
Cariglim M 2mg/500mg Tablet,100,143,available
Noul 20mg Capsule,162,203,available
Zita Plus-R Tablet,132,57,available
Shicobal G 300mg/500mcg Tablet,252,55,available
Cefdron CV Dry Syrup,373,120,available
Magacid O Syrup,16,9,limited
Carelix Tablet SR,399,270,available
Infocer 4000mg/500mg Injection,103,229,available
Giddy 4mg Tablet MD,34,39,available
Sovither L 80mg/480mg Tablet,349,184,available
Onglyza 2.5mg Tablet,74,219,available
Cvroz 10 Tablet,375,229,available
Ibolme CT 40mg/12.5mg Tablet,126,297,available
Brodtek 250mg Tablet,470,218,available
Floxigat M 75 mg/400 mg Tablet,88,161,available
Bizo D 30mg/20mg Tablet SR,383,252,available
Cincro 500mg Tablet,382,152,available
Eprytor-A Tablet SR,211,114,available
Resilistin 3Million IU Injection,110,218,available
Rorace 10mg Tablet,140,165,available
Glictrue 40mg Tablet,291,114,available
Myoprol XL 50 Tablet,150,106,available
Arnost Oral Suspension,459,114,available
Hyrae 0.1% Eye Drop,416,227,available
Anoflox O 200 mg/500 mg Tablet,174,93,available
Dixlo MR 250mg/50mg/325mg Tablet,91,171,available
Alkaceff 250mg Injection,41,5,limited
Isoway 10 Soft Gelatin Capsule,257,156,available
Carbanerve 600 Tablet,254,33,available
Boto Genie 50IU Injection,237,172,available
Conitore Plus 50mg/10mg Tablet,415,166,available
Kansel -DS Lotion,325,220,available
Angiotensin 5mg Tablet,236,256,available
Zondel 2mg/5ml Syrup,103,32,available
Moxitas 250mg Capsule,235,236,available
Capizole-DSR Capsule,190,243,available
Gainehair Alfa Hair Growth Serum,188,183,available
Itglow 200mg Capsule,324,72,available
Dize 10mg Tablet,386,60,available
Xaria Kid 2.5mg/4mg Tablet,319,279,available
Cemaxin 50mg Dry Syrup,232,58,available
DavaIndia Cilnidipine 10mg Tablet,90,254,available
Immutil-S 360 Tablet DR,198,35,available
Unipod 200mg Tablet,78,45,available
Nefzon T Injection,370,195,available
Cevicim 200mg Tablet,44,166,available
Clonate Ointment,304,241,available
Safe Gem 2mg/500mg Tablet SR,66,158,available
Liferb 20mg Tablet,30,170,available
D Infla 6 Tablet,275,180,available
Maks 100mg Injection,168,126,available
Udinol 300mg Tablet,320,17,limited
Brachy Expectorant,71,201,available
Asdale-CZ Tablet,261,121,available
Lavicin 250mg Tablet,348,145,available
Ofast 400mg Tablet,403,70,available
Gatsar Eye Drop,491,273,available
Uficacid OS Oral Suspension,219,42,available
Texakind 500mg Injection,53,20,limited
Gat Plus 50 mg/125 mg Suspension,166,148,available
Zithrocare 250mg Tablet,352,20,limited
Telmed Beta 50 Tablet,284,127,available
Casxim OF 200mg/200mg Tablet,26,211,available
Clomipure 100 Capsule,57,228,available
Levolet AZ 250mg/250mg Tablet,54,66,available
Cliford-CT Softgel Capsule,123,226,available
Jyomox CV 1000mg/200mg Injection,467,134,available
Declor 20mg Tablet,187,44,available
Acliff-MR Tablet,400,186,available
Lezace-P Suspension,405,45,available
Minitof OZ 200mg/500mg Tablet,53,97,available
Betadecabolin 25mg Injection,169,58,available
Gemcitapar 200mg Injection,124,259,available
Diclozor Injection,169,38,available
Scormin P Oral Drops,363,62,available
Velaxim LB 100mg Tablet DT,230,104,available
Azi Aid 500mg Tablet,492,5,limited
Cycloceff 50mg Dry Syrup,400,212,available
Redob 500mg Capsule,54,10,limited
Laritil 80mg/480mg Tablet,474,294,available
Gemex CL 200 mg/125 mg Tablet,301,219,available
Favate 200mg Tablet,385,291,available
Egflam SP 100mg/325mg/15mg Tablet,234,80,available
Lizotreat 600mg Tablet,419,179,available
Perin 10mg Tablet,419,142,available
Dmox-CV 625 Tablet,118,202,available
Mepodox-CV Dry Syrup,405,287,available
Vap-DSR Capsule,449,4,limited
Qset 100mg Tablet SR,16,38,available
Tranisol 1mg Tablet,402,152,available
Libra M 5mg/10mg Tablet,292,296,available
Paraband 75mg Injection,246,72,available
Atcox 90mg Tablet,200,150,available
Tocan N Gel,265,172,available
Emlevo 500 Tablet,153,59,available
Lnflagone 200mg/20mg Tablet,448,48,available
Dolcid Oral Suspension Mango Sugar Free,314,217,available
Rostat-F Tablet,109,232,available
Merofar 100mg/300mg Tablet,15,77,available
Eberfine Cream,286,21,limited
Quinoxin 250mg Tablet,418,175,available
Doxmin CC 200mg/125mg Tablet,45,146,available
Sebuxo 40 Tablet,122,149,available
Pemotide 100mg Injection,257,238,available
Pause 500mg Injection,181,22,limited
Albaxo-OR Tablet,142,20,limited
NOW Foods Liquid Melatonin,380,215,available
Astwin 1mg Injection,268,187,available
K-Pio 15 Tablet,180,21,limited
Cefovel 50 Dry syrup Oral Suspension,131,175,available
Eskos D 30mg/40mg Capsule SR,55,300,available
